13,28MAR2013:21:10:26,,,in[sudikoff]
13,28MAR2013:21:14:58,43.70662270,-72.28700190,
13,28MAR2013:21:14:59,,,in[sudikoff]
13,29MAR2013:00:13:44,43.65160940,-72.30995130,
13,29MAR2013:00:33:43,43.65161920,-72.30991200,
13,29MAR2013:00:53:43,43.65158890,-72.31001870,
13,29MAR2013:01:13:43,43.65161750,-72.30994130,
13,29MAR2013:01:33:43,43.65161440,-72.30994420,
13,29MAR2013:01:53:43,43.65161600,-72.30993950,
13,29MAR2013:02:13:43,43.65161700,-72.30993340,
13,29MAR2013:02:33:46,43.65184173,-72.30983794,
13,29MAR2013:02:53:43,43.65164480,-72.30987340,
13,29MAR2013:03:13:43,43.65165840,-72.30997720,
13,29MAR2013:03:33:43,43.65162990,-72.30992950,
13,29MAR2013:03:53:43,43.65164490,-72.30981840,
13,29MAR2013:04:13:43,43.65165750,-72.30998520,
13,29MAR2013:04:33:43,43.65166030,-72.30996570,
13,29MAR2013:04:53:43,43.65164620,-72.30982510,
13,29MAR2013:05:13:43,43.65165980,-72.30997110,
13,29MAR2013:05:33:43,43.65165790,-72.30997260,
13,29MAR2013:05:53:43,43.65164100,-72.30988690,
13,29MAR2013:06:13:43,43.65162840,-72.30993030,
13,29MAR2013:06:33:43,43.65162930,-72.30992710,
13,29MAR2013:06:53:43,43.65162930,-72.30992710,
13,29MAR2013:07:13:43,43.65165580,-72.30991240,
13,29MAR2013:07:33:43,43.65162570,-72.30995250,
13,29MAR2013:07:53:43,43.65162500,-72.30995190,
13,29MAR2013:08:13:43,43.65162070,-72.30997220,
13,29MAR2013:08:33:43,43.65164840,-72.30993560,
13,29MAR2013:08:53:43,43.65164840,-72.30993560,
13,29MAR2013:09:13:43,43.65165890,-72.30997730,
13,29MAR2013:09:33:43,43.65165890,-72.30997730,
13,29MAR2013:09:40:06,,,in[north-main]
13,29MAR2013:09:40:22,,,in[north-main]
13,29MAR2013:09:40:38,,,in[north-main]
13,29MAR2013:09:40:53,,,in[north-main]
13,29MAR2013:09:41:09,,,in[north-main]
13,29MAR2013:09:41:25,,,near[hanoverpsych; north-main; ]
13,29MAR2013:09:41:40,,,near[hanoverpsych; north-main; ]
13,29MAR2013:09:41:56,,,in[hanoverpsych]
13,29MAR2013:09:42:11,,,in[hanoverpsych]
13,29MAR2013:09:42:27,,,in[hopkins]
13,29MAR2013:09:42:42,,,in[hopkins]
13,29MAR2013:09:42:57,,,in[hopkins]
13,29MAR2013:09:43:13,,,near[hopkins; baker-berry; websterhall; ]
13,29MAR2013:09:43:29,,,near[baker-berry; websterhall; wentworth; ]
13,29MAR2013:09:43:44,,,near[baker-berry; websterhall; wentworth; ]
13,29MAR2013:09:44:00,,,near[baker-berry; websterhall; mclaughlin; ]
13,29MAR2013:09:44:15,,,near[mclaughlin; baker-berry; ]
13,29MAR2013:09:44:30,,,in[mclaughlin]
13,29MAR2013:09:44:46,,,in[mclaughlin]
13,29MAR2013:09:47:56,,,near[dana-library; remsen; ]
13,29MAR2013:09:48:12,,,in[lsb]
13,29MAR2013:09:48:27,,,near[lsb; dana-library; north-park; ]
13,29MAR2013:09:48:43,,,near[lsb; dana-library; north-park; ]
13,29MAR2013:09:48:59,,,near[dana-library; lsb; remsen; ]
13,29MAR2013:09:49:14,,,near[dana-library; remsen; vail; ]
